,Data,User,Pesan,Jam,Tanggal
186,187,Jay JayRakhmad Nirmawan NofendiFreddyJay JayRafMeneer GregBillyMeneer GregFendy Bayu F46 (･ิω･ิ) (Selvia Susilowati)Ratih EstianiBilly,"Memang passion itu penting disegala bidang yg kita sedang jalani termasuk jika bicara ttg trading saham.. Saya juga sama dlu selama 5 tahun diawal sibuk mencari ""resep rahasia"" sukses cuan tanpa loss dgn cita2 ingin cepat kaya raya... Yg ada malah boncos seboncos2 nya.. Bukan berbicara masalah value yg loss tapi juga mental dan opportunity cost yg sudah hilang.. Pernah berpikir dulu harus nya uang nya di masukin deposito aja ga akan hilang, tp klo uang ga hilang ya kita ga kapok gak belajar.. Jujur saya dlu banyak mencoba berbagai style trading.. Dari mulai menjadi follower rekomendasi sekuritas, forum dan juga pengikut running trade Ujung2 nya boncos.. Lalu move mencari indikator anti loss.. Di chart ampe bisa ada 5 indikator biar keliatan keren.. Ujung2 nya binging sendiri lalu loss.. Dan yg paling memakan tenaga pikiran dan mental adalah penggunaan margin yg lebih banyak membuat diri saya kesetanan dan cenderung berjudi.. Ketika suatu saat menang menggunakan margin, ada keinginan untuk terus melipatgandakan cuan tsb dgn margin ujung nya hancur.. So, passion itu penting untuk kita bangkit karena sebenarnya trading itu simple hanya tentang berapa risk yg anda ingin relakan untuk profit yg anda ekspektasikan... Contoh saya beli saham A dgn risiko sudah di tetapkan 5% namun dgn analisa saya melihat peluang naik 10% dgn demikian rasio nya 2:1.. Walaupun dari 100x percobaan anda cuma menang 50% tetap anda akan profit.. Nah dulu saya ga pernah mikir ini hajar aja all in full margin.. Macd golden cross rame di running trader hajat hehe.. So tmn2 selamat belajar.. Semoga cost belajar nya ga sebesar tmn2 senior disini.. Start small..
Membalas : Saat saya mau menyerah itu mau abis Pak Carik. Support yg saya sampaikan tadi adalah jual tanah buat modal baru lagi.
Wahhh salut sekali sama istri pak hendro... Full support ke Pak Hendro  
Membalas : Memang passion itu penting disegala bidang yg kita sedang jalani termasuk jika bicara ttg trading saham.. Saya juga sama dlu sel
Wahhh..terima kasih sekali sharingnya hu Billy
Membalas : Memang passion itu penting disegala bidang yg kita sedang jalani termasuk jika bicara ttg trading saham.. Saya juga sama dlu sel
Terima kasih hu billy
Smoga para sesepuh TT dn para penghuninya yg baru2 tmsuk sy bs mngambil ilmu yg sdh di sharingkan..
Membalas : Cuma saya janji untuk merubah sistem trading dan mindset nya
insight banget nih, Pak Dhe, buat yg baru masuk dunia pasar modal. jauh sebelum menyalahkan pasar, introspeksi diri dl, jgn sampai ada yg salah di strateginya masing2. Terima kasih insightnya, Pak Dhe.  🏻
Membalas : Memang passion itu penting disegala bidang yg kita sedang jalani termasuk jika bicara ttg trading saham.. Saya juga sama dlu sel
Agree suhu..  

Passion (dan fashion) itu penting!  
Oia sisi gelap  syaa juga dlu pernah pinjem bank.. KTA dan pinjem duit tabungan plus pensiun ortu buat di trading in.. Untung nya kagak ilang 🤣🤣

Jd ga heran lah liat org2 skrg yg pinjol dll...karena mental manusia ya emg segala sesuatu pngn instan
Ini adalah foto
Passion dan commitment
Membalas : Oia sisi gelap syaa juga dlu pernah pinjem bank.. KTA dan pinjem duit tabungan plus pensiun ortu buat di trading in.. Untung ny
Roketnya ilang hu  
Fokus,sabar,optimis
Membalas : Audio
Thanks pak HM  🏽
New gold, semikonduktor. Pabrik kebakaran. Mobil ev mandeg d",6:26:28 AM,Saturday March 27 2021
187,188,Mamba MentallityDwi Purnomo Setyo Budi,"Selamat pagi semua..memang benar seperti yg dikatakan pakde. PERTAMA adalah passion. Dimana ada passion pasti ada keinginan utk belajar lebih jauh. Kalau saya awal2 dulu mengenal pasar modal adalah reksadana. Tiap bulan ""nabung"" di reksadana. Awal2 seneng banget krn liat hasilnya lebih besar daripada kalau uang ditabung di bank. 

Tapi lama-lama saya merasa koq lambat sekali pergerakannya, maka saya coba baca2 tentang saham. Buku2 yg pertama saya baca adalah bukunya Ellen May, sampai saya punya buku dgn tanda tangan penulisnya, buku itu judulnya Smart Traders not Gambler dan Smart Trader Rich Investor.

Setelah kenal saham, akhirnya merasakan ""seksinya"" capital gain. Naik bisa banyak, turun pun bisa banyak. Di awal2 udah cuan lumayan, yg menurut saya itu mungkin sekedar lucky beginner aja. Sampai akhirnya saya beli APOL dan skrng udah wassalam itu sahamnya alias delisting.
Membalas : Temen2, setelah merapihkan database The Traders Executive, ternyata masih ada 50 slot lagi available untuk temen2 yang berniat g
Maaf mau tanya. Ko kode sales nya kayaknya sama ya dg sebelah?
",6:00:43 AM,Saturday March 27 2021
188,189,46 (･ิω･ิ) (Selvia Susilowati)Satimin SejatiDiVeN LeeheryDiVeN LeeSatimin SejatiherySatimin Sejati,"Membalas : boleh tau kenapa berenti forex nya?
Ada beberapa pertimbangan. Klo diurai agak panjang pak penjelasannya.
Intinya saya ga cocok. Termasuk dg crypto. Saya baca buku ttg crypto langsung dg keputusan bulat. Ga mau coba.

Klo saham sbnernya sudah lama pengen. Alasannya saham bisa menggunakan beberapa mode (investasi, swing trading, one day trading) dg leluasa/flexible. 

Kira2 begitu cerita singkatnya
setelah trading 14 tahun. atau 14 tahun stop trading forex nya?
Membalas : setelah trading 14 tahun. atau 14 tahun stop trading forex nya?
Trading Forex hanya 1 tahun full. Habis itu stop.

Baru masuk lagi trading (di saham) tahun lalu.

Dg pembagian 1 RDN Invest
1 RDN swing
1 RDN trading harian.

Jadi ada 3 RDN.
Tumben rame jam segini
Membalas : Trading Forex hanya 1 tahun full. Habis itu stop. Baru masuk lagi trading (di saham) tahun lalu. Dg pembagian 1 RDN Invest 1 R
terencana  
Membalas : Tumben rame jam segini
bubar ah   
Biasa pak carik aja yg online jam segini  
Membalas : terencana  
Karena pemahaman saya keberhasilannya pada pernecanaan yang matang dan disiplin.
Membalas : Saya ingin sharing mudah2 an newbie angkatan Corona tidak perlu melewati jalan yg saya lalui.
Aamiin 
Terima kasih banyak pakde dn juga untuk budhe
",1:43:35 AM,Saturday March 27 2021
189,190,herySatimin SejatiheryHanmaddMeneer GregheryMeneer GregBagus GiantCharles PropHendro MasoriSatimin SejatiDessy FangherySatimin Sejati,"Membalas : Back Test kenaikanorpenurunan Ex date SS.pptx
Nah ini salah satu guru saya nongol...
Saya terkesan dg beliau forecast time-nya.
terima kasih pak @JuthaBram atas sharing dari membernya
Membalas : Back Test kenaikanorpenurunan Ex date SS.pptx
Thanks paakkk  
Membalas : Loss di forex pahit pak. Lossnya sampe ambles2 ga bersisa krn leveragenya lebih dashyat puluhan sampe ratusan kali lipat dr marg
Harus ksatria klo trading forex. Ga ada kompromi. Saatnya CL ya harus CL.

Trader itu ksatria. Salah akui, terima resikonya.

Bangkit lagi dg psikology yg sehat dan pikiran yg jernih.

Itu pelajaran saya di forex 14tahun yang lalu
 
Membalas : Harus ksatria klo trading forex. Ga ada kompromi. Saatnya CL ya harus CL. Trader itu ksatria. Salah akui, terima resikonya. Ba
Betul pak. Lossnya berturut2 apalagi klo kena market crash lsng gap, SL pun bables
Membalas : Audio
Syahdu pakde  
Wuih masih rame   
Membalas : Wuih masih rame   
nunggu pak meneer  
salah group pak?
Membalas : nunggu pak meneer  
Halah...  
Membalas : salah group pak?
Hari sabtu pak
still, no crypto ya pak
Membalas : Harus ksatria klo trading forex. Ga ada kompromi. Saatnya CL ya harus CL. Trader itu ksatria. Salah akui, terima resikonya. Ba
masih aktif sekarang atau sudah full saham?
Membalas : masih aktif sekarang atau sudah full saham?
Full saham pak...
boleh tau kenapa berenti forex nya?",1:11:59 AM,Saturday March 27 2021
190,191,Charles Prop,"Membalas : anak forex TA nya kuat nih  
Loss di forex pahit pak. Lossnya sampe ambles2 ga bersisa krn leveragenya lebih dashyat puluhan sampe ratusan kali lipat dr margin ihsg",1:11:54 AM,Saturday March 27 2021
191,192,hery,"Membalas : Back Test kenaikanorpenurunan Ex date SS.pptx
wah, BRPT kemarin tidak menyenangkan yah",1:11:45 AM,Saturday March 27 2021
192,193,Hendro Masori,"Membalas : Back Test kenaikanorpenurunan Ex date SS.pptx
 
Daging itu",1:10:52 AM,Saturday March 27 2021
193,194,heryHendro MasoriheryDessy FangHendro MasoriJutha BramheryHendro MasoriheryBagus GiantSatimin SejatiDessy Fang,"Membalas : Saya ingin sharing mudah2 an newbie angkatan Corona tidak perlu melewati jalan yg saya lalui.
AMIN    
Membalas : anak forex TA nya kuat nih  
Ngerti dikit. Saya banyak belajar dari suhu2 disini
Membalas : Saya rekam tadi
Dimana pakde ? Buat didengerin dini hari gini suaranya syahdu    
Membalas : Tapi dimana ya disimpennya
mestinya di saved message
Membalas : mestinya di saved message
Dimana Pak Carik?
yg temporary muncul


Sy sndri jg lg siap2in psikologi, spy nti pas balik ar- simetris, psikologi trading bs lbh baik...
Ini adalah foto
Eh bener Pak Carik
Ada
eh sudah nemu",1:07:43 AM,Saturday March 27 2021
194,195,Hendro Masori,"Saya rekam tadi
Tapi dimana ya disimpennya
Masih gaptek
Hahahaha",1:06:55 AM,Saturday March 27 2021
195,196,Bagus GiantheryArieHendro MasoriSatimin SejatiHendro Masori,"Dan ini juga salah satu yg melatarbelakangi saya bikin grup TT saat itu.
Yg join awal2 mustinya masih inget.
Saya ingin sharing mudah2 an newbie angkatan Corona tidak perlu melewati jalan yg saya lalui.
Pertambahan traders baru di tahun 2020 sangatlah fantastic
Dan saya merasa habis2an belajar saham dari sisi waktu.

Hampir sll begadang hanya untuk terus belajar.
Membalas : Dan saya merasa habis2an belajar saham dari sisi waktu. Hampir sll begadang hanya untuk terus belajar.
This is passion!
 🏻 🏻
Membalas : Saya di market karena beruntung saja. Joint September tahun lalu hanya modal kecil. Hanya bermodal sedikit pengetahuan TA dari
anak forex TA nya kuat nih  
Wah telat ikut voice chat nya pakde HM   ",1:04:00 AM,Saturday March 27 2021
196,197,Dessy FangSatimin Sejati,"Saya di market karena beruntung saja. Joint September tahun lalu hanya modal kecil.

Hanya bermodal sedikit pengetahuan TA dari forex.

Beruntungnya Okt-Januari market bullish. Walhasil modal balik. Dan segera tarik modal.

Dan sekarang hanya trading pakai uang cuan.

Ga kebayang klo saya di posisi pak HM 2015. Entahlah.

Tapi sejak awal saya ga pernah mau pakai margarin sih.
Respect   ",1:02:38 AM,Saturday March 27 2021
197,198,Dessy FangBasssHendro MasoriheryDessy Fang,"Kapan2 boleh pakde dbuat voice chat sprti td, sharring ttg pengalaman di market. Life lesson spy kita2 yg muda2 bs belajar
Membalas : Berarti istri pak HM berjasa ke banyak orang di TT ini. Salut dah... Dg kepercayaan dan support segitu besar.
sampaikan saja. ada di group loh  
Kenapa saya sarankan yg newbie jangan pake margin?
Karena disitu kehancuran awal saya
Kenapa saya sarankan start with small?
Karena disitu ke sok tahu an saya langsung masuk big
Dini hari banyak daging  
Iy nii...",12:58:03 AM,Saturday March 27 2021
198,199,Hendro Masori,I've been through everything. Pahit manis asam asin di saham.,12:57:55 AM,Saturday March 27 2021
199,200,Hendro Masori,"Bukan saya yg minta Pak. Saya udah mau nyerah benernya
",12:56:31 AM,Saturday March 27 2021
200,201,Dessy FangSatimin Sejati,"Gegara tadi nyari info MNC sec. Sama Private Placement EMTK jadi melek pak
Membalas : wong kemarin saja banyak yang jadi sensitif di group. emosi meninggi
Iyaa ini pak..    bs jd hari PMS sedunia
",12:54:03 AM,Saturday March 27 2021
201,202,heryDessy FangSatimin SejatiheryDessy FangheryDessy FangheryEdwHendro Masorikrm nugrahaSatimin SejatiGreenDessy FangEfraim AryaHendro MasoriDessy FangSatimin SejatiheryHendro MasoriDessy FangSatimin SejatiHendro MasoriDessy FangheryHendro MasoriDwi Purnomo Setyo Budihery,"saya rajin makan ikan :fish:
Masih ada yg ronda
Membalas : Tadi pakde bahas ttg passion, sy jd tertarik pengen tau awal mula pak @hmasori menemukan passion di stock market bagaimana? Krn
2015 saya sudah selangkah lagi menyerah. Support istri yg membuat saya bertahan.

Hanya waktu itu yg saya tau sistem trading selama ini ada yg salah. Selama ini gak diperbaiki ya pasti hasilnya sama aja.

Perubahan terbesar yg saya lakukan adalah mindset. Sebelumnya pas buy yg dipikirin bisa cuan berapa. Bukan bisa loss berapa.

Yg paling penting waktu itu menurut saya adalah keyakinan bahwa saya pasti bisa karena saya tau saya punya passion, saya mau melakukan extra effort demi trading yg lebih baik.
Membalas : Saya rasa karena TT ini dirawat. Pakdhenya masih sering masuk dalam diskusi, adminnya Pak Carik @luckv02 rajin ngekick dan delet
Jozzzz Om Benhan
Membalas : Saya rasa karena TT ini dirawat. Pakdhenya masih sering masuk dalam diskusi, adminnya Pak Carik @luckv02 rajin ngekick dan delet
   
Membalas : 2015 saya sudah selangkah lagi menyerah. Support istri yg membuat saya bertahan. Hanya waktu itu yg saya tau sistem trading sel
Thanks for sharring pak HM  
Membalas : Masih ada yg ronda
Saya belum ngantuk
Membalas : 2015 saya sudah selangkah lagi menyerah. Support istri yg membuat saya bertahan. Hanya waktu itu yg saya tau sistem trading sel
Nah ini, sebagian kita bermasalah karena jarang atau bahakan tidak melakukan check-up.

Begitu ada yang mau, ga tau caranya.
Wah yg single mesti cr pasangan ni biar ad yg support di market 🤣 wkwk #justkidding
Kalau rajin bikin jurnal trading pasti tau kenapanya Pak
Membalas : 2015 saya sudah selangkah lagi menyerah. Support istri yg membuat saya bertahan. Hanya waktu itu yg saya tau sistem trading sel
2015 itu setelah beberapa tahun trading ya pakde. bukan 2 atau 3 tahun
Membalas : Kalau rajin bikin jurnal trading pasti tau kenapanya Pak
Sepakat pak lurah.
Membalas : 2015 saya sudah selangkah lagi menyerah. Support istri yg membuat saya bertahan. Hanya waktu itu yg saya tau sistem trading sel
Ini sy stuju ttg mindset, krn wktu sy orientasi nya pgn cuan gede, malah keseringan cutloss.  

Klo skrg yg ptg porto bertumbuh, resiko terukur en jd lbh kalem..
Membalas : 2015 itu setelah beberapa tahun trading ya pakde. bukan 2 atau 3 tahun
4 tahun
Membalas : 2015 saya sudah selangkah lagi menyerah. Support istri yg membuat saya bertahan. Hanya waktu itu yg saya tau sistem trading sel
Super sekali pakde   
Membalas : Nah ini, sebagian kita bermasalah karena jarang atau bahakan tidak melakukan check-up. Begitu ada yang mau, ga tau caranya.
Bener... jrg check up, dan keseringan lebih dlu menjadikan faktor eksternal sbg alasan....
Membalas : Ini sy stuju ttg mindset, krn wktu sy orientasi nya pgn cuan gede, malah keseringan cutloss. Klo skrg yg ptg porto bertumbuh
Jadi mengurangi Fomo y kak
Membalas : Bener... jrg check up, dan keseringan lebih dlu menjadikan faktor eksternal sbg alasan....
Mnrt saya agak konyol klo menjadikan faktor eksternal sebagai penyebab loss...
dikit dikit lg membiasakan biki  jurnal trading pake tulisan tangan.
yg lost pake pena merah yg opit pake warna biru.jd pas buka langsung kliatan banyak lost/propit   
Masih banyak yg melek.  
🤣🤣🤣
700an, nungguin pakde  
Membalas : Mnrt saya agak konyol klo menjadikan faktor eksternal sebagai penyebab loss...
Kbykn yg bru gitu..  
Membalas : 4 tahun
lowest moment nya saat capital tergerus berapa % pakde?
Membalas : Jadi mengurangi Fomo y kak
Iy
Membalas : Kbykn yg bru gitu..  
wajar kok. kalau bisa salahin tetangga sekalian karena berisik saat lagi trading  
Membalas : wajar kok. kalau bisa salahin tetangga sekalian karena berisik saat lagi trading
Mengki misuh meneh pak...hahahaha...
Membalas : Kbykn yg bru gitu..  
Cth nya klo koreksi yg dluan di carii adl berita  
wong kemarin saja banyak yang jadi sensitif di group. emosi meninggi  ",12:30:15 AM,Saturday March 27 2021
