,Data,User,Pesan,Jam,Tanggal
392,393,Rui :rocket: :speedboat::dancer: ,"Membalas : CENT nya dipantau bu Saya liat bagus tunggu konfirm Koreksi kalau salah
CENT kebetulan kemarin sudah masuk kak begitu dia ngebentuk mjolnir hijau dengan volume bagus, thank you remindernya   

Eko Bawono Aminnn pak, kalau itu sampai terwujud        cup nya cantik banget soalnya  ",10:29:11 PM,Friday March 26 2021
393,394,Eko Bawono,"Kl sy mau beli same, buy jk tutup di atas angka2 di atas. Kl lancar, sapa tau akan  
Ini adalah foto
Ini adalah foto",10:26:57 PM,Friday March 26 2021
394,395,Yugo Ginanjar,"Membalas : Photo
CENT nya dipantau bu 

Saya liat bagus tunggu konfirm
Koreksi kalau salah",10:26:16 PM,Friday March 26 2021
395,396,Eko Bawono,"Membalas : Kl diliat dr history gris hitam sblmnya ad potensi break keatas pak.. dlm weakly lbh cantik candle nya..
Trima ksh pak",10:25:59 PM,Friday March 26 2021
396,397,Fajar Oktavaria,"Membalas : Photo
besok atau lusa halt kak rui libur lanjut senin    ",10:25:17 PM,Friday March 26 2021
397,398,Rui :rocket: :speedboat::dancer: ,"Ijin berbagi analisa juga, hari ini SAME menunjukkan buyer kembali memasuki arena namun tertahan dibawah fibo 0.5 atau area sell signal dari Pak Guru Eko
Apakah besok akan berlanjut kenaikannya, atau akan kembali turun untuk mendekati MA20nya, karena selama ini MA20 selalu dicolek dulu sebelum ngegas  

Saya akan menunggu di area MA20 tersebut
Ini adalah foto",10:23:59 PM,Friday March 26 2021
398,399,Rick Andre,"Membalas : Photo
Kl diliat dr history gris hitam sblmnya ad potensi break keatas pak.. dlm weakly lbh cantik candle nya..",10:23:19 PM,Friday March 26 2021
399,400,Rui :rocket: :speedboat::dancer: ,"Kalau boleh komen, ini bukan 3 black crows kak ... 3 black crows itu kalau openingnya selalu di tengah body sebelumnya lalu harga ditekan ke bawah lagi, 3 kali berturut2

SAME sudaha ada hammer 2 hari lalu, dan hari ini terdorong keatas tapi volume lebih kecil dari 2 hari lalu

Kalau saya pribadi akan menunggu di kisaran 416 - 420 lagi  
Ini adalah foto",10:18:00 PM,Friday March 26 2021
400,401,Shimano Aditya,"Membalas : Photo
Kalau saya, yakin akan retest ke garis support hijau dulu. Klo berhasil bertahan di atas support, mungkin saya cicil beli, klo dia break garis hitam baru saya avg up",9:58:31 PM,Friday March 26 2021
401,402,Eko Bawono,"#SAME. Sy ga pnya, dan ga pnya intensi apa pun. Grs hitam mnrt sy sinyal jual by candle. Hebatnya GPL lgsung naik lg. Sinyal sell terbaru muncul Rabu. Kamis muncul hammer. When to buy?
Ini adalah foto
",9:53:24 PM,Friday March 26 2021
402,403,Hauw,"Stock split membuat pelaku pasar berpikir secara psikologis bahwa harganya ""murah"" trus transaksinya krn liquid, gerakinnya lebih gampang.

Skrg bayangin BBCA harga 30rb selembar, 1 tick naik 25 rupiah brarti 1 tick naik 0,12%. Seru gak? Boseninnnn.
Lha skrg BBCA misal di stocksplit 1:100, skrg harga 300 selembar. Naik 1 tick 5 rupiah, brarti per tick 1,6%. Mantep gak? Mantep, wah rame itu.

Makanya tiap kali stock split, likuiditasnya selalu naik. Lebih menarik buat ditradingin, itu jelasssss.

Lha tp kalo soal naiknya harga di hari H, pasar modal kadang dasarnya bukan sesuatu yg logis, tp historical. Kalo ditarik mundur ke belakang suatu event A 100% bikin harga turun, maka itu akan bikin harga turun

Contoh : ada bom meledak di kantor polisi persimpangan Sarinah. Secara fundamental ngefek ke indeks gak? Gak ngefek, paling hasilnya meme2 polisi ganteng pake sepatu Gucci. Tapi, karena historical itu 100% bikin harga turun, ya turun. Walaupun akhirnya rebound
Cuman kalo naiknya terlalu dipaksain, sebelum hari H udah ngegas, ya digebuk kayak HOKI
",9:50:46 PM,Friday March 26 2021
403,404,Hauw,Sama td di grup Pak Jutha tuh saya td ngomongin stock split,9:47:37 PM,Friday March 26 2021
404,405,Kaanz ,"Membalas : Sy jg ga pernah engeh trnyataaaa mas nya ud lama disini.. kudu sungkem ni sy   td manjat chat, byk insight bagus jugaaa
Hahahaha enggk lah kak, saya juga baru join, alias anggota baru, mungkin baru satu bulan disini, jujur disini suhu"" nya ramah dan share ilmunya enak banget dan daging banget, the traders the best lah  ",9:46:27 PM,Friday March 26 2021
405,406,Benhan,"Membalas : Td pas pak HM bahas passion, sy trtarik hehe.. krn gini, ini kan arb msh 7%, dsaat arb 7% market koreksi trader2 yg bru join di
Pasang stoploss 5% aja dijamin aman dari ARB mau berapa persenpun. Asal bukan di saham yg ga liquid",9:45:22 PM,Friday March 26 2021
406,407,Benhan,"Membalas : Ini grub sagat awet di banding sebelah dan ini angota nya semua ramah tamah.
Saya rasa karena TT ini dirawat. Pakdhenya masih sering masuk dalam diskusi, adminnya Pak Carik @luckv02 rajin ngekick dan delete posting jualan ilegal and yg langgar rules, terus ada suhu2 dg background yg beda2 ga sungkan sharing ilmu karena merasa nyaman di sini dan respek sama Pakdhe. 
Jadinya grup ini ga kayak hutan rimba seperti grup2 Tele lainnya. Kadang kita yg newbie ya mesti tahu diri juga. Jangan debat kusir di sini yg ga ada gunanya buat yg lain. Ikut merawat TT deh biar anggotanya pada betah dan bisa belajar bareng.  ",9:44:15 PM,Friday March 26 2021
407,408,Dessy Fang,"Td pas pak HM bahas passion, sy trtarik hehe.. krn gini, ini kan arb msh 7%, dsaat arb 7% market koreksi trader2 yg bru join di market ud ngeluh2 mau pensiun apalg nti pas balik 25%  .
sy sndri jg lg belajar en melatih psikologi trading. 

Jd pgn denger kisah ny pak HM yg ud pengalaman di market, spy bisa sy pelajarii..  
Membalas : Wahhh saya yang gapernah lihat  
Sy jg ga pernah engeh trnyataaaa mas nya ud lama disini.. kudu sungkem ni sy   td manjat chat, byk insight bagus jugaaa  ",9:42:04 PM,Friday March 26 2021
408,409,Dessy Fang,"Membalas : Kak Dessy sebelumnya belum pernah lihat disini, baru join kah? Welcome ya
Silent reader.. suka baca insight2 dr suhu2 aja soal market..  ",9:36:41 PM,Friday March 26 2021
409,410,Resti,"Membalas : Pakdhe @hmasori tadi ada lupa satu... ditutup dengan karaoke donk Btw kalau dengerin Pakdhe maunya ga selesai2 ya. Kebayang k
Iya betul,.. yg dengerin juga jadi anteng dengerin pakde   ",9:32:57 PM,Friday March 26 2021
410,411,Benhan,"Pakdhe @hmasori tadi ada lupa satu... ditutup dengan karaoke donk  
Btw kalau dengerin Pakdhe maunya ga selesai2 ya. Kebayang kalau kopdar ini pasti ga bubar2",9:31:17 PM,Friday March 26 2021
411,412,Resti,"Membalas : Terimakasih juga pak @JuthaBram view nya tentang indeks semoga juni bisa cuan njedog
Aamiinnn ... Happy banget tadi pas denger nya   .. semoga terlaksana  ",9:30:36 PM,Friday March 26 2021
412,413,Kaanz ,"TT nya udah jebol resistance, menuju ATH nih ",9:30:15 PM,Friday March 26 2021
413,414,Kaanz ,Terimakasih juga pak @JuthaBram  view nya tentang indeks semoga juni bisa cuan njedog  ,9:29:14 PM,Friday March 26 2021
414,415,Hendro Masori,,9:26:56 PM,Friday March 26 2021
415,416,Andru,Tiap IHSG merah aja pak di adakan obrolan malam   thxyu pak @hmasori,9:25:39 PM,Friday March 26 2021
416,417,Masih Miko,"Bisa pak, share chart di tele chat aja",9:24:54 PM,Friday March 26 2021
417,418,Severinus Utomo,"Saya juga sabar tuh pak dulu diem2 ngumpulin DOID bahkan pas nyungsep dibawah 300, bahkan IHSG gerak dia gerakannya gk jelas",9:21:29 PM,Friday March 26 2021
418,419,Novine 90210,brms today cumdate,9:16:19 PM,Friday March 26 2021
419,420,Mamba Mentallity,RI Enrg gmn ya?,9:15:30 PM,Friday March 26 2021
420,421,Rizky,"Membalas : ri cmnp paling mantap
Terbang trus ini ya",9:14:49 PM,Friday March 26 2021
421,422,Novine 90210,"Membalas : ri cmnp paling mantap
  ",9:13:45 PM,Friday March 26 2021
422,423,msnid,ri cmnp paling mantap,9:13:37 PM,Friday March 26 2021
423,424,Frido,"Membalas : Jika Dana asing besar masuk ke ihsg u/ ke 10.000 pun bisa koq IHSG itu intinya
Terimakasij",9:12:42 PM,Friday March 26 2021
424,425,Andru,"Membalas : Boleh share apa view nya ya? Ketinggalan barusan. Hehe
Jika Dana asing besar masuk ke ihsg u/ ke 10.000 pun bisa koq IHSG itu intinya
",9:11:19 PM,Friday March 26 2021
425,426,Billy,"Membalas : Lagi main skak
Lagi nntn si anu ya",9:05:00 PM,Friday March 26 2021
426,427,Hauw,"Membalas : Ngomong dong
Wkwkkwkw
Lagi main skak
",9:04:47 PM,Friday March 26 2021
427,428,stev,"Membalas : kok suaranya kayak robot ya
aman kok",8:59:45 PM,Friday March 26 2021
428,429,Hauw,Akhire kedengeran suaranya Pak Jutha wkwkkw,8:56:57 PM,Friday March 26 2021
429,430,Hauw,"Pakdhe @hmasori saya cuma denger Pakdhe ngomong yak, betul, dst",8:54:56 PM,Friday March 26 2021
430,431,Shimano Aditya,TT Ara lagi banyak dari grupnya pak jutha hahha,8:51:22 PM,Friday March 26 2021
431,432,Hauw,Sama Pakdhe saya juga nda ngerti yg mau ditanyain sbnrnya apa   ,8:50:22 PM,Friday March 26 2021
432,433,Hauw,Sensory Pakdhe,8:49:15 PM,Friday March 26 2021
433,434,Jutha Bram,"Membalas :   , emng ada yang promosi in pak jutha? 
Ada, saya cross link The Traders di grup saya ",8:48:12 PM,Friday March 26 2021
434,435,Muhammag kuncoro,"Membalas : Kagak tau padahal dah mute kan?
Asix juga dengar masak2 di grub saham mungkin ini kodenya saham icbp ya minggu depan.",8:45:01 PM,Friday March 26 2021
435,436,Hauw,"Ngomongin konstruksi ini mesti Pakdhe wkwkwk
Pas akhir taun suka main",8:37:35 PM,Friday March 26 2021
436,437,Dave @propertyimpianmurahsurabaya,Lg goreng Ikan mungkin  ,8:36:38 PM,Friday March 26 2021
437,438,Novine 90210,wah 1st  voice chat...keren tele,8:32:31 PM,Friday March 26 2021
438,439,Novine 90210,"Membalas : ARA grup The Traders malem2..  
otw 20.000   ",8:30:17 PM,Friday March 26 2021
439,440,Hauw,"Mantul kok, saya kirain padahal WSKT bakalan kebantai
",8:29:23 PM,Friday March 26 2021
440,441,Eric Zhou,"Membalas : Floating profite lebih mendelik tapi nek Pakdhe XD
Sharing2 koh ttg wskt klo boleh",8:29:10 PM,Friday March 26 2021
441,442,Anjar,Fren gmn suhu sudah mulai uget2 kah buat RI ..,8:28:15 PM,Friday March 26 2021
442,443,Andreas Teddy,"Membalas : Floating loss bikin mendelik! O.O!
ayo ngomong koh di voice",8:27:55 PM,Friday March 26 2021
443,444,Hauw,"Floating loss bikin mendelik! O.O!
Floating profite lebih mendelik tapi nek Pakdhe XD",8:27:13 PM,Friday March 26 2021
444,445,Mamba Mentallity,"Membalas : ARA grup The Traders malem2..  
Salam kenal kak.",8:23:32 PM,Friday March 26 2021
445,446,Inez,"ARA grup  The Traders malem2..  
",8:23:05 PM,Friday March 26 2021
446,447,stev,"update tele dulu ke versi baru *cmiiw
",8:17:54 PM,Friday March 26 2021
447,448,Yudha,"Membalas : Saya sebutnya pola CUP. Tp sbnrnya apa sj namanya yg penting ada trading plan.
   siap pak guru",7:40:36 PM,Friday March 26 2021
448,449,Eko Bawono,"Membalas : Ini pola apa ya pak guru namanya? Rounding bottom kah?
Saya sebutnya pola CUP. Tp sbnrnya apa sj namanya yg penting ada trading plan.",7:38:54 PM,Friday March 26 2021
449,450,Hendro Masori,,7:29:53 PM,Friday March 26 2021
450,451,Hendro Masori,"Yuk kita coba ya...
",7:29:27 PM,Friday March 26 2021
451,452,Hendro Masori,"Membalas : izins hare pak HM, live charting ko michael yeo
Ok",7:17:09 PM,Friday March 26 2021
452,453,Yudha,"Membalas : Itu udah di sebut pak guru ""ascending base"", rounding bottomnya masih potensi aja
Iya mksdnya yang pola besarnya itu pak   kyknya sering liat pak guru share pola sprti itu tp gatau namanya apa",7:13:56 PM,Friday March 26 2021
453,454,Fajar Oktavaria,"Membalas : Ini pola apa ya pak guru namanya? Rounding bottom kah?
Itu udah di sebut pak guru ""ascending base"", rounding bottomnya masih potensi aja",7:13:13 PM,Friday March 26 2021
454,455,Yudha,"Membalas : Photo
Ini pola apa ya pak guru namanya? Rounding bottom kah?",7:11:03 PM,Friday March 26 2021
455,456,Eko Bawono,"#CMNP ascending base. Struktur harga - volume kurang bagus. Hr ini ditarik gila2an. Sy pnya tapi saya khawatir .
Ini adalah foto
Ini adalah foto",7:07:24 PM,Friday March 26 2021
456,457,Hendro Masori,"OK. Nanti aku start 19.30
Makan dulu
Soto betawi
 ",7:03:16 PM,Friday March 26 2021
457,458,Hendro Masori,"Yg mau masang sesuatu di grup ini harus ijin saya dulu
Supaya gak kebiasaan maen posting aja segala hal
19.30 nyoba voice chat yuk
Ngobrol ngalor ngidul",6:59:17 PM,Friday March 26 2021
458,459,Hendro Masori,Hahahhaa,6:57:04 PM,Friday March 26 2021
459,460,Hendro Masori,"Saya tiap keluar rumah pake kaos The Traders. Tapi belum ketemu yg nyapa sampe sekarang
   ",6:56:32 PM,Friday March 26 2021
460,461,Hendro Masori,"Membalas : Bakal dibuka lagi ga pakde PO nya?
Belum ada rencana. Kalau buka lagi nanti bikin lomba bikin desain dulu kek kemarin...
Tapi nanti katanya grup saham apa grup konveksi?    
Hobinya kok bikin kaos.  ",6:52:12 PM,Friday March 26 2021
461,462,Denny Wang,"Membalas : Yup, swing low confirmed. Semoga 1 april akan jadi last chance to buy before start to retest 6550 lagi di april-Mei...
Untuk ihsg?  6050an itu sdh bottom nya pak jutha?  @JuthaBram 

Btw. Wskt cm turun sedikit meskipun lap keu jelek.. dijagain bandar?",6:51:53 PM,Friday March 26 2021
462,463,Kelon Mas :baby_bottle::baby_bottle::baby_bottle:,"Membalas : Saya Haka ESSA saja kemarin  
wah... satu perahu juga pak  ",6:42:53 PM,Friday March 26 2021
463,464,Hendro Masori,"Photo from hmasori
Ini adalah foto
Siap kirim besok
Yg Jaket dan Rompi sabar ya. Butuh waktu lebih lama untuk buatnya
",6:28:06 PM,Friday March 26 2021
464,465,rahmad,"Membalas : Saya Haka ESSA saja kemarin  
wah satu perahu pak
",6:27:15 PM,Friday March 26 2021
465,466,Hendro Masori,"Membalas : Yup, swing low confirmed. Semoga 1 april akan jadi last chance to buy before start to retest 6550 lagi di april-Mei...
Mantap lah ini
",5:55:20 PM,Friday March 26 2021
466,467,INDF 3000,"Membalas : Terima kasih same dijemput di 420     Smoga bsa average down lagi next time... see u middle april 21  
wiihh cakep ini...semoga yang laen juga masih hold ga ada yg cut loss..#gapunyaSAME",5:54:28 PM,Friday March 26 2021
467,468,Jutha Bram,"Saya Haka ESSA saja kemarin  
",5:34:23 PM,Friday March 26 2021
468,469,Mic,"Membalas : ANTM TINS INCO MCAS HAKA
Yang haka antm tins inco mcas mukanya beseri2 pasti   
",5:26:14 PM,Friday March 26 2021
469,470,Ririn Villa,"Sy liat promo nyaa tdi trus join   
Liat di yutub pnjlsan pak hendro nya ok",5:09:30 PM,Friday March 26 2021
470,471,Hendro Masori,Banyak yg nanya grup telegram di IG. Sekalian aja saya umumin biar gak bolak balik jawab,5:02:11 PM,Friday March 26 2021
471,472,Hendro Masori,Dari IG,5:01:27 PM,Friday March 26 2021
472,473,Hendika Amrinto Nainggolan,"Udh sempat kek klik link nya
",4:51:04 PM,Friday March 26 2021
473,474,Jose,"Membalas : cakep ya antm
Ntar dibawa turun nyalahin",4:48:39 PM,Friday March 26 2021
474,475,Paw Paw,cakep ya antm,4:46:50 PM,Friday March 26 2021
475,476,Dave @propertyimpianmurahsurabaya,Waduh CLRA arb da berhari hari,4:34:48 PM,Friday March 26 2021
476,477,Andreas Teddy,"Membalas : Kalo IHSG ijooo ajaaa pada senyum2 semuaaa...kalo merahh aduchhhh
kalo merah saling serang, kalo ijo saling sayang  ",4:24:24 PM,Friday March 26 2021
477,478,Hendro Masori,"Nanti malam ya kita coba voice chat
Masih repot sekarang nguli",4:21:34 PM,Friday March 26 2021
478,479,Charles Prop,"Membalas : Kalo IHSG ijooo ajaaa pada senyum2 semuaaa...kalo merahh aduchhhh
kalau dari psikologis warna, merah garang, biru kalem.

bursa pun dibikin demikian biar kalau kena merah biar marah2  ",4:21:25 PM,Friday March 26 2021
479,480,Tejo Arum,Kalo IHSG ijooo ajaaa pada senyum2 semuaaa...kalo merahh aduchhhh,4:20:25 PM,Friday March 26 2021
480,481,Tejo Arum,"Membalas : Asik dpt kosa kata jawa 
Belajar yg rajin yaaaa.....",4:18:12 PM,Friday March 26 2021
481,482,Aho Lie,"Membalas : Bau mulut wkwkkwwk maklum boso jowoo
Asik dpt kosa kata jawa ",4:17:29 PM,Friday March 26 2021
482,483,Rolando,SIMP,4:16:39 PM,Friday March 26 2021
483,484,Hendro Masori,Mau ngetes voice chat?,3:50:55 PM,Friday March 26 2021
484,485,Aho Lie,"Membalas : lumayan yang serok tadi cuan 3%  
Sip",3:26:27 PM,Friday March 26 2021
485,486,Johny,"Membalas : Mau tp ritail gak ngikut  
lumayan yang serok tadi cuan 3%  ",3:25:01 PM,Friday March 26 2021
486,487,Jafar Sim,"Membalas : Saya juga punya kok Pak  
Mantaaapp, saya juga punya dmmx   ",3:17:19 PM,Friday March 26 2021
487,488,Soebianto,"Membalas : AGRO MESOP pak, employee dapet juga.. 
ohhhh ayo lamar kerjaan ke AGRO haha",3:12:44 PM,Friday March 26 2021
488,489,Jafar Sim,"Membalas : Jadi pola htf nya pak ?
Harusnya jadi ya, konfirmasinya senin kalau harga naik tinggi dengan  volume tinggi juga,",3:08:16 PM,Friday March 26 2021
489,490,Fransisca,"Membalas : Uda jam penutupan uda boleh diperlihatkan dmmx nya dunk ya pak
Jadi pola htf nya pak ?",3:07:06 PM,Friday March 26 2021
490,491,Al Blenk,"Ini adalah foto
Mohon koreksi pak ,apakh tins akan lnjut breakout jk mampu nembus resist 2040,.yg kmrin gagal balik arah? @JuthaBram",3:00:38 PM,Friday March 26 2021
491,492,Mic,"Membalas : Klau cuan ya ribut om Klau minus nngis dipojokan... 
Hhahaha ritel2      ",2:58:53 PM,Friday March 26 2021
492,493,Bg_Re,"Membalas : Ihsg hijau gini ramai ya giliran merah diam semua   
Klau cuan ya ribut om
Klau minus nngis dipojokan... ",2:58:20 PM,Friday March 26 2021
493,494,Aditya Wijaya,"Membalas : Gak ngangkat2 iptv  
Selama ada ep ga kemana2  ",2:57:54 PM,Friday March 26 2021
494,495,Mic,Ihsg hijau gini ramai ya giliran merah diam semua   ,2:57:52 PM,Friday March 26 2021
495,496,Johny,"Membalas : Gak ngangkat2 iptv  
bandarnya dah males  ",2:54:00 PM,Friday March 26 2021
496,497,Aho Lie,"Membalas : https://ekbis.sindonews.com/read/376966/178/resmi-mnc-vision-networks-iptv-tuntaskan-100-akuisisi-k-vision-1616734985
Gak ngangkat2 iptv  ",2:53:02 PM,Friday March 26 2021
497,498,Virgaust,"Membalas : Uda jam penutupan uda boleh diperlihatkan dmmx nya dunk ya pak
jangan pak, saya belum kenyang  ",2:42:32 PM,Friday March 26 2021
498,499,Jafar Sim,Uda jam penutupan uda boleh diperlihatkan dmmx nya dunk ya pak,2:40:42 PM,Friday March 26 2021
499,500,Jimi Yang,Essa ngamuk,2:32:02 PM,Friday March 26 2021
500,501,Hx,Kija mulai gerak,2:16:24 PM,Friday March 26 2021
501,502,Humam,"Membalas : Pastikan lamar jabatan level Management ya Pak...karena itu MSOP bukan ESOP
AGRO MESOP pak, employee dapet juga.. ",2:08:28 PM,Friday March 26 2021
502,503,Aho Lie,"BELAJARLAH UNTUK MEMBUAT KESALAHAN

Terkadang dalam hidup Anda harus membuat keputusan yang tidak jelas. Kadang juga keputusan yang tidak kita ambil terlihat lebih ada prospek dan kita merasa bahwa kebahagiaan itu seakan jauh dari kita.

Pikiran semacam itu bisa mengganggu kita dari dalam, mengganggu pekerjaan dan perkembangan diri kita. Hal ini akan terus-terus membuat bingung dan kita tidak bahagia, dan membuat kita gila. Untuk menghindari ini, biarkan diri Anda melakukan kesalahan. 

Kita diajari sejak kecil untuk membuat keputusan yang ""benar"", dan karena itu, kayanya kalau kita salah, seakan- akan dunia akan berakhir. Biarkan diri Anda melakukan kesalahan, hilangkan perasaaan khawatir tentang peluang yang terlewat di kepala Anda. Dan ketika, sekali lagi, sebelum tidur, otak akan menawarkan Anda untuk menggali lebih dalam untuk menggali permasalahan diri sendiri, JANGAN MENCOBA UNTUK BERDIALOG DENGAN KEPALA ANDA. Ingatkan diri Anda  Saya memutuskan untuk tidak menyesali apa pun dan dengan tenang tidur .

Jika Anda masih jatuh ke dalam perangkap ini, maka langsung katakan pada diri sendiri, ""Hari ini daripada tidur saya ingin sedikit menderita."" Supaya menjadi jelas bahwa keputusan kalian adalah sebuah rencana yang buruk.

Belajarlah untuk bersiap menghadapi pertempuran di masa depan dan jangan memutar ulang pertempuran di masa lalu. Saya pun telah membuat begitu banyak kesalahan sebagai seorang trader. Saya tidak malu  akan kesalahan saya, hal ini hanya akan memberi saya kemampuan untuk dengan tenang dan hati-hati membuat keputusan di masa depan.

Yuk Join : linktr.ee/scsaham",2:07:50 PM,Friday March 26 2021
503,504,rigeladitya,"Membalas : saya ga nyadar pak sudah dari maret sudah pasang gtc baru nyadar siang tadi heran kok tiba tiba cash nambah tapi kalo tembu
yes, ihns besar banget... masing2 shoulder 3 bulan bikin base-nya.",1:58:08 PM,Friday March 26 2021
504,505,Fajar Oktavaria,"Membalas : wahaha.. lama bat. say abaru seminggu juga udah mulai gerah nih.
saya ga nyadar pak sudah dari maret sudah pasang gtc baru nyadar siang tadi heran kok tiba tiba cash nambah   
tapi kalo tembus >630 memungkinkan buat ihns itu",1:57:23 PM,Friday March 26 2021
505,506,as s,"Membalas : https://pasardana.id/news/2021/3/26/wskt-rugi-rp7-3-triliun-2020-akuntan-ragukan-kelangsungan-usaha/
rawan",1:53:46 PM,Friday March 26 2021
506,507,Fajar Oktavaria,"Membalas : harus punya ilmu sabar tingkat dewa
bergerak juga akhirnya bisa lepas",1:51:19 PM,Friday March 26 2021
507,508,as s,bmri kemungkinan bid palsu dr tadi ga kuat2 nanjak  ,1:51:05 PM,Friday March 26 2021
508,509,Dimas Prakoso,"Kemarin bandar tampung barang dari trader2 yg cutloss / kena ts,sekarang dinaikin..enak bener   ",1:50:41 PM,Friday March 26 2021
509,510,Veno Putra,"Membalas : Langsung drop LPPF karena ga boleh mudik
Desember 3000an moga   ",1:49:34 PM,Friday March 26 2021
510,511,Erich,ihsg 7000 :rocket::rocket::rocket::rocket::rocket: ,1:48:46 PM,Friday March 26 2021
511,512,as s,"Membalas : Yeay IHSG tembus 6180
   ",1:44:23 PM,Friday March 26 2021
512,513,Aho Lie,"Membalas : Langsung drop LPPF karena ga boleh mudik
Ini mksdnya pak kadg udh kita analisa dgn berbagai mcm ilmu e kena prank lgs koit   ",1:43:46 PM,Friday March 26 2021
513,514,Andru,Yeay IHSG tembus 6180,1:43:38 PM,Friday March 26 2021
514,515,Benhan,Langsung drop LPPF karena ga boleh mudik,1:42:49 PM,Friday March 26 2021
515,516,Erich,"Membalas : Jgn salah yg tumpah piringnya byk  
sold barusan kena tins",1:42:15 PM,Friday March 26 2021
516,517,Aho Lie,"Membalas : kenyang dah dari tins antm inco hari ini :airplane::airplane::airplane::airplane:
Jgn salah yg tumpah piringnya byk  ",1:41:58 PM,Friday March 26 2021
517,518,den,masa2 kejayaan antm is back  ,1:41:10 PM,Friday March 26 2021
518,519,Erich,kenyang dah dari tins antm inco hari ini :airplane::airplane::airplane::airplane:,1:41:01 PM,Friday March 26 2021
519,520,Aho Lie,"Membalas : ampun antm remnya blong  
Semoga ara kasian yg nyangkut byk inget klo udh untung buru2 Tp",1:40:57 PM,Friday March 26 2021
520,521,as s,ampun antm remnya blong  ,1:40:06 PM,Friday March 26 2021
521,522,Rakhmad Nirmawan Nofendi,"Membalas : Sadis ya om, yg related sama pat.wal. :police_car:
iya private equity yah gt kerjaan nya beli perusahaan yg babak belur di benerin ud cantik baru jual   . investasinya yg nyangkut kyknya di DOID waktu akuisisi BUMA di harga 1145 gak salah",1:38:40 PM,Friday March 26 2021
522,523,Charles Prop,Banking uda rally. Sip ihsg ketahab,1:38:19 PM,Friday March 26 2021
523,524,Liem Peter,"Membalas : Main saham sebener gampang enak meyenangkan menegangkan tinggal brli pas merah jual pas ijo simple...... Tp masalh pas beli mera
ahhahhaa...",1:37:31 PM,Friday March 26 2021
524,525,hery,"Membalas : Keinget saham MASA om, siapa tau ada cerita yg sama kd go private gitu , dpt durian runtuh kalo sahamnya bener
masa dah beberapa kali gagal go private nya. harganya kurang seru  ",1:35:34 PM,Friday March 26 2021
525,526,Raditbima,Inpc close >15% ?,1:31:45 PM,Friday March 26 2021
526,527,Septianto Francisco,DGNS serok arb ngab :rocket::rocket:,1:30:48 PM,Friday March 26 2021
527,528,Rakhmad Nirmawan Nofendi,"Membalas : Keinget saham MASA om, siapa tau ada cerita yg sama kd go private gitu , dpt durian runtuh kalo sahamnya bener
northstar untung byk abis placement masa ke michelin sejak itu saham""nya northstar pada aktif",1:30:01 PM,Friday March 26 2021
528,529,Aliong,"Membalas : Harus liat produk ny jg si pak kenapa bs mau go private. Sngt minim sekarang prusahaan mau go private apalagi lg pandemi gini BU
Yak betul, cerita kaya saham MASA pasti dijaga ketat juga ga bole bocor alus",1:28:33 PM,Friday March 26 2021
529,530,Charles Prop,"Membalas : Keinget saham MASA om, siapa tau ada cerita yg sama kd go private gitu , dpt durian runtuh kalo sahamnya bener
Harus liat produk ny jg si pak kenapa bs mau go private. Sngt minim sekarang prusahaan mau go private apalagi lg pandemi gini BU semua",1:26:38 PM,Friday March 26 2021
530,531,Hendro Masori,"Membalas : Photo
Mudik tgl 5 semua berarti.  ",1:26:31 PM,Friday March 26 2021
531,532,Aliong,"Membalas : Ya kalau kita uda tau mending menjauh saja pak.
Keinget saham MASA om, siapa tau ada cerita yg sama kd go private gitu  , dpt durian runtuh kalo sahamnya bener",1:24:16 PM,Friday March 26 2021
532,533,Rui :rocket: :speedboat::dancer: ,"Membalas : Photo
Mudik ga bole, liburan bole ga?

Bali lanjut sepiiii  ",1:23:17 PM,Friday March 26 2021
533,534,Aliong,"Membalas : Dikasi masa tenggang dari BEI untuk menuhin freefloat. Kaya bris aja
Iya sebenernya si dr otoritas jg kaya biasa aja ke masalah free float, cuma jd kesannya kaya ni emiten memang cuma ""cangkang"" aja, cmiiw",1:22:24 PM,Friday March 26 2021
534,535,Charles Prop,"Membalas : Udh 5 kali lipat itu gais kalo beli di maret tahun lalu xixixi
Ada yg kuat nahan dr maret taun lalu? Apalagi kena badai di mei, september desember akhir dan sekarang?
Membalas : Photo
Dikasi masa tenggang dari BEI untuk menuhin freefloat. Kaya bris aja",1:17:38 PM,Friday March 26 2021
535,536,Aho Lie,Saya sih yakin cent bakal ke 300 lebh ..ya...masalh lebhnya nih kira2 dilebihin 100 200 atau 2000       ,1:16:03 PM,Friday March 26 2021
536,537,Aliong,"Membalas : betul bdmn apalagi ya.. Jepang masuk di angka 9000an dibanting sampe 1000an kemarin corona wkwkwk
Mumpung lg bahas bank ni, kmrn pas mufg pas masuk bdmn kan musti lepas tu 7% gara2 free float, ada ni satu saham bank yg si pengendali pegang ampe 97.5% kok bisa begitu ya, ada yg paham?",1:15:18 PM,Friday March 26 2021
537,538,Aho Lie,"Main saham sebener gampang enak meyenangkan menegangkan tinggal brli pas merah jual pas ijo simple......
Tp masalh pas beli merah 3000  pas ijo tinggal 2300   ",1:11:51 PM,Friday March 26 2021
538,539,RBTAN59,"Membalas : Amin  
kan sopir nya jago nyetir  ",1:11:28 PM,Friday March 26 2021
