,judul,link,isi
111,"Saham sektor perdagangan, jasa&investasi naik tinggi pada 2021, ini rekomendasinya",https://investasi.kontan.co.id/news/saham-sektor-perdagangan-jasainvestasi-naik-tinggi-pada-2021-ini-rekomendasinya,"KONTAN.CO.ID - JAKARTA. Indeks perdagangan, jasa dan investasi mencetak kenaikan 11,7% sejak awal tahun hingga Jumat (5/3). Kinerja tersebut tepat di bawah sektor finansial yang menjadi jawara dengan kenaikan 12,3%.  Adapun saham emiten penghuni indeks perdagangan, jasa dan investasi yang mendorong kenaikan tersebut antara lain PT Global Teleshop Tbk (GLOB) yang meningkat 16,49% ytd, PT Kioson Komersial Indonesia Tbk (KIOS) 114,81%, PT Telefast Indonesia Tbk (TFAS) 358,02% ytd, PT Mahaka Radio Integra Tbk (MARI) 47,1%, dan PT Optima Prima Metal Sinergi Tbk (OPMS) 342,86%. Analis Panin Sekuritas William Hartanto menjelaskan sentimen yang menggerakkan saham-saham tersebut cenderung variatif, bahkan beberapa saham bergerak tanpa adanya sentimen sama sekali seperti GLOB, PT Star Pacific (LPLI) yang menguat 120,83%, dan PT Akbar Indo Makmur (AIMS) 66,67%. Baik saham LPLI maupun AIMS juga termasuk sebagai jawara yang menggerakkan indeks perdagangan, jasa dan investasi.  ""Saham yang biasanya tidak ada pergerakan, kemudian menguat signifikan tidak layak untuk disimpan jangka panjang. Namun selama volume perdagangan masih tinggi boleh saja untuk sekadar trading harian,"" jelas William, Jumat (5/3).  Dus, William menyarankan pelaku pasar yang akan trading di saham-saham tersebut untuk memperhatikan sinyal keluar yaitu saat volume mulai menipis. Dia mengestimasikan saham-saham tersebut masih akan mengalami penguatan paling lama hingga akhir Maret 2021 dengan hanya memanfaatkan momen window dressing.  Analis MNC Sekuritas Herditya Wicaksana melihat saham-saham tersebut memang memiliki tingkat volatilitas yang tinggi dengan volume transaksi yang relatif mini.  ""Ada baiknya memilih emiten-emiten yang cenderung prudent, pun misalkan sudah masuk ke dalam emiten yang disebutkan ini bisa dilakukan trading jangka pendek saja,"" jelas dia.  Dia menjelaskan saham-saham ini masih memiliki peluang kenaikan untuk menguji resitance terdekatnya. Namun, untuk ke depan, pelaku pasar diharapkan melihat dari sisi volume dan tetap menjaga level support dan resistancenya karena saham-saham tersebut masuk dalam kategori berisiko tinggi.  Selain beberapa saham yang disebutkan di atas, terdapat juga saham penggerak indeks perdagangan jasa dan investasi yaitu PT Fortune Indonesia Tbk (FORU) 186,79%, PT Yelooo Integra Datanet Tbk (YELO) 75,81% dan PT Cipta Selera Murni Tbk (CSMI) yang dalam enam bulan terakhir menguat 739,81%.     "
112,PTPP telah menyelesaikan proyek Bendungan Sindang Heula,https://investasi.kontan.co.id/news/ptpp-telah-menyelesaikan-proyek-bendungan-sindang-heula,"KONTAN.CO.ID -  JAKARTA. PT PP Tbk (PTPP) telah menuntaskan pembangunan konstruksi proyek Bendungan Sindang Heula yang berlokasi di Provinsi Banten. Proyek pembangunan bendungan tersebut diresmikan langsung oleh Presiden Joko Widodo yang ditandai secara simbolis dengan prosesi penekanan tombol sirine dan penandatanganan prasasti.  Acara peresmian tersebut dilaksanakan di lokasi Bendungan Sindang Heula, Banten pada hari Kamis (4/3) dengan menerapkan protokol kesehatan Covid-19 secara ketat. PTPP bersama dengan PT Hutama Karya (Persero) yang tergabung dalam konsorsium dipercaya oleh Kementerian PUPR untuk mengerjakan pembangunan Bendungan Sindang Heula yang memiliki nilai kontrak sebesar Rp 427 miliar. Pembangunan Bendungan Sindang Heula ini dikerjakan dengan masa pelaksanaan selama 38 bulan secara multiyears yang dimulai sejak tahun 2015 dan memiliki masa pemeliharaan selama 12 bulan.  Dalam peresmiannya tersebut, Jokowi didampingi oleh Kepala Staf Kepresidenan Moeldoko, Menteri Pekerjaan Umum dan Perumahan Rakyat (PUPR) Basuki Hadimoeljono, Gubernur Banten Wahidin Halim, dan Direktur Utama PTPP Novel Arsyad. Acara peresmian tersebut turut dihadiri oleh M. Toha Fauzi selaku Direktur Operasi 2 PTPP, dan Yuyus Juarsa selaku SVP Corporate Secretary PTPP.  Selain itu, dalam acara peresmian tersebut juga dihadiri oleh Para Pejabat Daerah setempat dan tokoh masyarakat.  Proyek pembangunan ini memiliki lingkup pekerjaan konstruksi, antara lain: pembangunan main dam, saddle dam, jalan akses, jembatan pelayanan, akses operasional & pemeliharaan, spillway, serta akses mercu spillway. Proyek pembangunan Bendungan Sindang Heula yang berlokasi di Desa Sindangheula, Kecamatan Pabuaran, Kabupaten Serang, Provinsi Banten ini didanai oleh APBN. ""Bendungan Sindangheula yang dibangun tahun 2015 sudah selesai dan siap difungsikan. Kita harapkan bendungan ini memberikan nilai tambah yang besar bagi para petani di Banten dalam menjamin ketersediaan air yang cukup sehingga semakin produktif dan bisa menjaga ketahanan pangan,"" ujar Presiden Joko Widodo dalam sambutan peresmian. Dengan dibangunnya bendungan tersebut tentunya dapat memberikan manfaat irigasi terhadap 1.280 hektar (ha) sawah yang terdapat di Serang. Bendungan Sindang Heula ini juga akan menyediakan kebutuhan air baku bagi daerah industri yang sedang berkembang di beberapa Kota dan Kabupaten di Provinsi Banten dimana bendungan ini mampu menyediakan kebutuhan air baku hingga 0,80 meter kubik per detik.  ""Kehadiran bendungan ini juga bermanfaat bagi pengendalian banjir dan juga berfungsi sebagai pembangkit listrik. Selain itu, dengan dibangunnya Bendungan Sindang Heula dapat memberikan nilai tambah sebagai kawasan wisata air yang dapat dinikmati oleh para wisatawan lokal terutama masyarakat yang tinggal di sekitar bendungan,"" ujar Novel Arsyad.    "
113,"IHSG melemah, saham-saham ini paling banyak ditadah asing, Jumat (5/3)",https://investasi.kontan.co.id/news/ihsg-melemah-saham-saham-ini-paling-banyak-ditadah-asing-jumat-53,"KONTAN.CO.ID -  JAKARTA. Indeks Harga Saham Gabungan (IHSG) tertekan pada perdagangan akhir pekan setelah bergerak volatil sepanjang perdagangan.  Mengutip RTI, Jumat (5/3), IHSG merosot 0,51% atau 32,05 poin ke level 6.258,75 pada akhir perdagangan. Namun dalam sepekan, IHSG masih menguat 0,27%. IHSG paling banyak tertekan penurunan sektor tambang, infrastruktur, industri dasar dan konstruksi. Masing-masing tertekan 2,78%, 1,37%, 1,12%, dan 1,06%. Hanya sektor keuangan yang menguat 0,32%. Total volume perdagangan di Bursa Saham Indonesia (BEI) pada perdagangan hari ini mencapai 30,29 miliar saham dengan nilai transaksi Rp 16,67 triliun. Ada 306 saham yang merosot, 187 saham yang menguat dan 133 saham yang nilainya tidak berubah. Investor asing membukukan net sell sebesar Rp 957,06 miliar di seluruh pasar. Kendati demikian, asing justru mengoleksi saham-saham ini saat IHSG memerah. Asing paling banyak mengoleksi saham PT Bank Central Asia Tbk (BBCA) Rp 96,5 miliar. Saham BBCA menguat 1,19% ke Rp 34.000 per saham. Total volume perdagangan saham BBCA mencapai 29,6 juta dengan nilai transaksi Rp 1 triliun. Saham PT Bank Rakyat Indonesia Tbk (BBRI) juga banyak dikoleksi asing sebesar Rp 68,6 miliar. Saham BBRI ditutup menguat tipis 0,21% ke Rp 4.770 per saham. Total volume perdagangan saham BBRI mencapai 94,8 juta dengan nilai transaksi Rp 450,4 miliar. Investor asing juga memburu saham PT Indah Kiat Pulp and Paper Tbk (INKP) Rp 51,7 miliar. Namun saham INKP anjlok 4,35% ke Rp 12.100 per saham. Total volume perdagangan saham INKP mencapai 12,4 juta dengan nilai transaksi Rp 153,4 miliar. Berikut 10 saham net buy terbesar asing pada perdagangan Jumat "
114,Wijaya Karya (WIKA) telah terbitkan obligasi berkelanjutan I tahap II Rp 3 triliun,https://investasi.kontan.co.id/news/wijaya-karya-wika-telah-terbitkan-obligasi-berkelanjutan-i-tahap-ii-rp-3-triliun,"KONTAN.CO.ID - JAKARTA. PT Wijaya Karya Tbk (WIKA) telah menerbitkan Obligasi Berkelanjutan I Tahap II Tahun 2021 sebesar Rp 2,5 triliun dan Sukuk Mudhabarah Berkelanjutan I Tahap II Tahun 2021 sebesar Rp 500 miliar.  Berdasarkan keterbukaan informasi, Obligasi berkelanjutan I Tahap II Tahun 2021 ini terdiri dari tiga seri yaitu, Seri A senilai Rp 495 miliar dengan tingkat bunga 8,5% dan tenor 3 tahun. Kemudian Seri B senilai Rp 745,5 miliar dengan tingkat bunga 9,1% dengan tenor 5 tahun. Sedangkan Seri C senilai Rp 1,26 triliun dengan tingkat bunga 9,75% dan tenor 5 tahun.  Dus tanggal pelunasan untuk seri A pada 3 Maret 2024, Sei B 3 Maret 2026 dan Seri C 3 Maret 2028.  Sukuk mudhabarah juga diterbitkan dalam tiga seri dengan nilai masing-masing Rp 134,3 miliar, Rp 211,6 miliar dan Rp 154,1 miliar. Bunga untuk Seri A 8,5% tenor 3 tahun, Seri B 9,1% tenor 5 tahun dan Seri C 9,75% tenor 7 tahun. Tanggal pelunasan sama dengan pelunasan obligasi yang diterbitkan bersamaan.  Penerbitan obligasi dan sukuk ini merupakan rangkaian dari penawaran umum berkelanjutan I dengan nilai yang dibidik masing-masing Rp 4 triliun dan Rp 1 triliun.  Adapun penggunaan dana untuk penerbitan obligasi tahap I digunakan untuk pelunasan sebagian pokok Komodo Bond yang jatuh tempo pada Januari 2021, sedangkan sukuk tahap I digunakan untuk modal kerja proyek infrastruktur dan gedung.  Sebelumnya, Sekretaris Perusahaan WIKA Mahendra Wijaya menjelaskan penerbitan umum berkelanjutan tahap II ini dilakukan untuk pengembalian pinjaman bridging loan yang digunakan untuk refinancing Komodo Bond, serta untuk kebutuhan modal kerja.     "
115,"Terdampak pandemi Covid-19, pendapatan Eastparc Hotel (EAST) turun 42% di tahun 2020",https://investasi.kontan.co.id/news/terdampak-pandemi-covid-19-pendapatan-eastparc-hotel-east-turun-42-di-tahun-2020,"KONTAN.CO.ID - JAKARTA. Kinerja emiten perhotelan tertekan pandemi Covid-19. Hal tersebut juga dirasakan PT Eastparc Hotel Tbk (EAST), di mana pendapatannya di tahun 2020 hanya Rp 37,07 miliar.  Realisasi tersebut turun 42,15% dari periode yang sama di tahun sebelumnya. Berdasarkan laporan keuangan perusahaan, pendapatan dari kamar menyumbang Rp 20,99 miliar, disusul dari makanan dan minuman berkontribusi Rp 14,74 miliar dan, lain-lain sebesar Rp 1,33 miliar. Seiring dengan itu, beban pokok pendapatan juga menyusut 43,35% menjadi Rp 13,39 miliar ketimbang pada tahun sebelumnya sebesar Rp 23,64 miliar. Dengan demikian EAST memperoleh laba kotor sebesar Rp 23,67 miliar, turun dari tahun 2019 senilai Rp 40,40 miliar. Di waktu yang sama, beban usaha hanya turun tipis dari tahun 2019 senilai Rp 22,82 miliar menjadi Rp 19,51 miliar pada tahun 2020. Eastparc Hotel memperoleh penghasilan keuangan pada tahun 2020 senilai Rp 3,87 miliar dan dapat dan hibah dari Kemenparekraf sebesar Rp 1,30 miliar. Setelah dikurangi beban keuangan dan beban lain-lain, EAST mengantongi laba periode berjalan sebesar Rp 5,18 miliar. Realisasi ini pun turun 42,38% dibanding laba periode berjalan pada tahun 2019.      "
116,"IHSG ambles, saham-saham ini paling banyak dilego asing, Jumat (5/3)",https://investasi.kontan.co.id/news/ihsg-ambles-saham-saham-ini-paling-banyak-dilego-asing-jumat-53,"KONTAN.CO.ID -  JAKARTA. Indeks Harga Saham Gabungan (IHSG) tertekan pada perdagangan akhir pekan setelah bergerak volatil sepanjang perdagangan.  Mengutip RTI, Jumat (5/3), IHSG merosot 0,51% atau 32,05 poin ke level 6.258,75 pada akhir perdagangan. Namun dalam sepekan, IHSG masih menguat 0,27%. IHSG paling banyak tertekan penurunan sektor tambang, infrastruktur, industri dasar dan konstruksi. Masing-masing tertekan 2,78%, 1,37%, 1,12%, dan 1,06%. Hanya sektor keuangan yang menguat 0,32%. Total volume perdagangan di Bursa Saham Indonesia (BEI) pada perdagangan hari ini mencapai 30,29 miliar saham dengan nilai transaksi Rp 16,67 triliun. Ada 306 saham yang merosot, 187 saham yang menguat dan 133 saham yang nilainya tidak berubah. Investor asing membukukan net sell sebesar Rp 957,06 miliar di seluruh pasar. Investor asing paling banyak melepas saham PT Merdeka Copper Gold Tbk (MDKA) sebesar Rp 749,1 miliar. Saham MDKA melemah 0,76% ke Rp 2.600 per saham. Total volume perdagangan saham MDKA mencapai 1,49 miliar dengan nilai transaksi Rp 3,6 triliun. Asing juga banyak melepas PT Indofood CBP Sukses Makmur Tbk (ICBP) sebesar Rp 86,2 miliar.Saham ICBP tertekan 1,16% ke Rp 8.500 per saham. Total volume perdagangan saham ICBP mencapai 15 juta dengan nilai transaksi Rp 128,7 miliar. Saham PT Vale Indonesia Tbk (INCO) juga dilepas asing sebesar Rp 671, miliar. Saham INCO anjlok 6,79% ke Rp 5.150 per saham. Total volume perdagangan saham INCO mencapai 101,7 juta dengan nilai transaksi Rp 530,3 miliar. Berikut 10 saham net sell terbesar asing pada perdagangan Jumat "
117,"Mayoritas mata uang di Asia melemah, ringgit turun paling dalam di hari ini",https://investasi.kontan.co.id/news/mayoritas-mata-uang-di-asia-melemah-ringgit-turun-paling-dalam-di-hari-ini,"KONTAN.CO.ID -  JAKARTA. Dolar Amerika Serikat (AS) yang melanjutkan penguatan menyeret mata uang di Asia. Jumat (5/3) hampir seluruh mata uang di kawasan berada di zona merah akibat tertekan keperkasaan the greenback. Hingga pukul 15.00 WIB, hanya peso Filipina yang bergerak di penguatan. Peso menjadi satu-satunya mata uang di kawasan yang menguat setelah naik tipis 0,09%.    Sementara itu, ringgit Malaysia menjadi mata uang dengan pelemahan terdalam di Asia setelah turun 0,34%. Diikuti, yen Jepang yang melemah 0,28% terhadap the greenback. Selanjutnya,  dolar Taiwan dan rupiah, sama-sama koreksi 0,23%. Pada perdagangan akhir pekan ini, rupiah kembali melemah dan ditutup di level Rp 14.300 per dolar AS. Dalam sepekan, rupiah pun sudah melemah 0,46%. Pelemahan selanjutnya dicetak baht Thailand dan dolar Singapura yang sama-sama terdepresiasi 0,11% pada perdagangan jelang sore ini. Berikutnya, yuan China ambles 0,10%. Diikuti, won Korea Selatan dan rupee India yang sama-sama melemah 0,04% terhadap dolar AS. Kemudian ada dolar Hong Kong yang bergerak tipis dengan kecenderungan turun tipis 0,02%  pada perdagangan hari ini.      "
118,"IHSG melemah 0,51% ke 6.258 di perdagangan Jumat (5/3), asing lepas MDKA, ICBP, INCO",https://investasi.kontan.co.id/news/ihsg-melemah-051-ke-6258-di-perdagangan-jumat-53-asing-lepas-mdka-icbp-inco,"KONTAN.CO.ID - JAKARTA. Indeks Harga Saham Gabungan (IHSG) ditutup melemah 32,05 poin atau 0,51% ke 6.258,75 pada akhir perdagangan Jumat (5/3). Sebanyak 187 saham naik, 306 saham turun dan 133 saham stagnan. Hanya satu sektor saham yang selamat ke zona hijau yakni sektor keuangan yang naik 0,32%.   Sedangkan sembilan sektor saham lainnya masuk zona merah. Sektor-sektor saham dengan pelemahan terdalam adalah sektor pertambangan yang turun 2,78%, sektor infrastruktur turun 1,37% dan sektor industri dasar turun 1,12%. Total volume perdagangan saham di bursa hari ini mencapai 30,29 miliar saham dengan total nilai Rp 16,67 triliun. Top gainers LQ45 hari ini adalah: 1. PT Japfa Comfeed Indonesia Tbk (JPFA) (5,11%)
2. Erajaya Swasembada Tbk (ERAA) (2,62%)
3. PT Bank Central Asia Tbk (BBCA) (1,19%) Top losers LQ45 hari ini adalah: 1. PT Bank BTPN Syariah Tbk (BTPS) (-6,89%)
2. PT Vale Indonesia Tbk (INCO) (-6,79%)
3. PT Pabrik Kertas Tjiwi Kimia Tbk (TKIM) (-4,74%) Investor asing mencatatkan penjualan bersih Rp 957,06 miliar di seluruh pasar. Saham-saham dengan penjualan bersih terbesar asing adalah PT Merdeka Copper Gold Tbk (MDKA) Rp 749,1 miliar, PT Indofood CBP Sukses Makmur Tbk (ICBP) Rp 86,2 miliar dan PT Vale Indonesia Tbk (INCO) Rp 67,1 miliar. Sedangkan saham-saham dengan pembelian bersih terbesar asing adalah PT Bank Central Asia Tbk (BBCA) Rp 96,5 miliar, PT Bank Rakyat Indonesia Tbk (BBRI) Rp 68,6 miliar dan PT Indah Kiat Pulp and Paper Tbk (INKP) Rp 51,7 miliar.   "
119,"Loyo, rupiah ditutup melemah ke Rp 14.300 per dolar AS pada Jumat (5/3)",https://investasi.kontan.co.id/news/loyo-rupiah-ditutup-melemah-ke-rp-14300-per-dolar-as-pada-jumat-53,"KONTAN.CO.ID - JAKARTA. Nilai tukar rupiah di pasar spot tak mampu keluar dari tekanan hingga akhir perdagangan hari ini. Jumat (5/3), rupiah spot ditutup di level Rp 14.300 per dolar Amerika Serikat (AS). Ini membuat rupiah melemah 0,23% dibandingkan dengan penutupan hari sebelumnya di Rp 14.267 per dolar AS. Dengan hasil ini, rupiah pun tercatat melemah 0,46% dalam sepekan.  Walau begitu, pergerakan rupiah ini sejalan dengan mayoritas mata uang di kawasan. Hingga pukul 15.00 WIB, ringgit Malaysia menjadi mata uang dengan pelemahan terdalam di Asia setelah melemah 0,34% terhadap the greenback. Selanjutnya, yen Jepang turun 0,28% dan dolar Taiwan koreksi 0,23%. Disusul, baht Thailand dan dolar Singapura yang sama-sama terdepresiasi 0,11% pada perdagangan jelang sore ini. Berikutnya, yuan China ambles 0,10%. Diikuti, won Korea Selatan dan rupee India yang sama-sama melemah 0,04% terhadap dolar AS. Kemudian ada dolar Hong Kong yang bergerak tipis dengan kecenderungan turun tipis 0,02%  pada perdagangan hari ini. Sementara itu, peso Filipina menjadi satu-satunya mata uang di kawasan yang menguat setelah naik 0,09%.       "
120,Harga emas spot dekati level terendah dalam 9 bulan terseret pidato Jerome Powell,https://investasi.kontan.co.id/news/harga-emas-spot-dekati-level-terendah-dalam-9-bulan-terseret-pidato-jerome-powell,"KONTAN.CO.ID - SINGAPURA. Harga emas turun mendekati level terendah dalam sembilan bulan pada hari ini. Hal tersebut juga membuat minyak berada di jalur pelemahan mingguan ketiga berturut-turut. Sentimen yang menyeret harga emas datang dari penguatan dolar Amerika Serikat (AS) dan yield US Treasury yang perkasa usai pidato Ketua Federal Reserve Jerome Powell.  Jumat (5/3) pukul 14.30 WIB, harga emas spot stabil di US$ 1.697,60 per ons troi, setelah sebelumnya jatuh ke level terendah sejak 8 Juni di US$ 1.686,40 per ons troi. Untuk minggu ini, emas sudah anjlok 2%. Serupa, harga emas berjangka kontrak pengiriman April 2021 turun 0,5% menjadi US$ 1.692,90 per ons troi.  Powell kembali menegaskan janjinya untuk menjaga kredit tetap longgar. Sayangnya, dia juga bilang bahwa The Fed tidak harus campur tangan untuk menjatuhkan yield US Treasury.  ""Jelas, pernyataan Powell tidak cukup dovish untuk pasar semalam dan, dalam beberapa hal, menyoroti yield US Treasury yang lebih tinggi dengan mengatakan dia merasa nyaman dengan itu,"" kata analis pasar senior OANDA Jeffrey Halley. ""Semua tanda menunjukkan bahwa penguatan obligasi berlanjut,"" tambah Halley. Hal ini membuat emas diprediksi kembali jatuh ke bawah level saat ini dan memungkinkan menuju wilayah US$ 1.600 per ons troi. Yield US Treasury tenor 10 tahun bertahan di atas 1,5%, sedangkan dolar AS melonjak ke level tertinggi dalam tiga bulan.  ""Pernyataan Powell hanya memperkuat kesan bahwa The Fed secara perlahan bergerak ke arah menyesuaikan diri dengan tidak ada dukungan kebijakan lebih lanjut yang substansial untuk pasar,"" kata ahli strategi mata uang DailyFX Ilya Spivak. Pasar juga mulai memperhitungkan, dengan meningkatkan vaksinasi, paket fiskal AS yang meningkatkan ekspektasi inflasi, The Fed mungkin mempertimbangkan pengetatan lebih cepat dari yang mereka harapkan, kata Spivak.      "
